user_id,age,gender,device,city_level,register_source,interests,consumption_level,register_time,read_days,total_read_time,read_chapters,collect_count,comment_count,share_count,incentive_click_rate,has_paid,first_pay_amount,first_pay_time,day_1_retention,day_3_retention,day_7_retention,incentive_strategy,incentive_value,incentive_effect,actual_day_7_retention,actual_has_paid,optimized_strategy,recommended_incentive,ltv_pred,user_segment,subsidy_strategy,budget_allocation,final_strategy
2180,40,男,Android,一线,社交分享,"军事,职场,都市",高,2026-02-03 14:18:49.360694,5,410,15,13,10,5,0.3923407975270523,0,0,,1,1,1,会员,6,0.728,1,0,金币,会员,547.6714285714282,高价值用户,高价值补贴策略,77.80637768143627,会员
2181,50,女,iOS,一线,自然搜索,历史,高,2026-01-30 14:18:49.360707,2,144,20,1,9,2,0.46456992021178234,0,0,,0,0,0,会员,5,0.5599999999999999,0,0,金币,会员,41.80000000000006,中价值用户,中价值补贴策略,5.938426613868665,会员
2182,19,男,iOS,二线,应用商店,"悬疑,科幻",高,2026-01-31 14:18:49.360720,0,0,0,1,6,3,0.7770826062310228,0,0,,1,1,0,内容解锁,2,0.588,0,0,金币,会员,28.15714285714286,中价值用户,中价值补贴策略,4.000218337640165,会员
2183,47,女,iOS,四线及以下,社交分享,言情,中,2026-02-01 14:18:49.360736,4,204,20,16,4,2,0.3441409662747509,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,44.914285714285725,中价值用户,中价值补贴策略,6.380865780588879,会员
2184,40,女,iOS,一线,广告投放,都市,高,2026-01-29 14:18:49.360750,2,172,12,0,2,2,0.2907203535966699,0,0,,0,0,0,内容解锁,3,0.5599999999999999,0,0,金币,会员,44.2142857142858,中价值用户,中价值补贴策略,6.281418444949941,会员
2185,29,男,Android,四线及以下,广告投放,玄幻,中,2026-01-29 14:18:49.360763,7,581,70,7,1,2,0.7949090772472815,0,0,,0,0,0,会员,1,0.78,0,0,金币,会员,65.42142857142856,高价值用户,高价值补贴策略,9.29426680731767,会员
2186,41,男,iOS,一线,应用商店,言情,高,2026-01-29 14:18:49.360776,1,118,5,6,3,2,0.6056858640102886,0,0,,0,0,0,会员,4,0.5599999999999999,0,0,金币,会员,28.57142857142857,中价值用户,中价值补贴策略,4.059074924038725,会员
2187,26,女,iOS,一线,社交分享,职场,高,2026-01-31 14:18:49.360788,3,204,27,12,7,2,0.6154323383746348,0,0,,1,0,0,金币,663,1.0919999999999999,0,0,金币,会员,45.714285714285715,中价值用户,中价值补贴策略,6.494519878461962,会员
2188,41,男,Android,二线,应用商店,"玄幻,悬疑",高,2026-01-30 14:18:49.360801,7,490,63,6,3,4,0.5605763431709055,1,82,2026-02-05 17:18:49.360801,1,0,0,内容解锁,5,0.728,0,1,金币,会员,565.1714285714286,高价值用户,高价值补贴策略,80.29256107241004,会员
2189,44,女,iOS,三线,社交分享,职场,高,2026-02-01 14:18:49.360816,0,0,0,20,0,0,0.5355354802922017,0,0,,1,1,0,会员,6,0.39199999999999996,0,0,金币,金币,37.364285714285714,中价值用户,中价值补贴策略,5.308255231911644,金币
2190,20,男,Android,二线,广告投放,历史,中,2026-02-02 14:18:49.360830,5,200,20,1,6,3,0.14276220458403152,0,0,,1,1,0,会员,4,0.78,0,0,金币,会员,61.835714285714246,高价值用户,高价值补贴策略,8.784852904350808,会员
2191,37,女,iOS,四线及以下,自然搜索,"军事,悬疑,科幻",高,2026-02-02 14:18:49.360843,1,45,6,18,6,5,0.6174220504864574,0,0,,1,1,0,金币,914,0.5599999999999999,0,0,金币,会员,36.21428571428569,中价值用户,中价值补贴策略,5.144877466219081,会员
2192,45,男,iOS,四线及以下,社交分享,"历史,言情,科幻",中,2026-02-02 14:18:49.360856,5,445,45,18,10,0,0.46190828758004765,0,0,,1,1,0,内容解锁,1,0.52,0,0,金币,会员,67.52857142857135,高价值用户,高价值补贴策略,9.593623582965519,会员
2193,49,男,iOS,三线,社交分享,"科幻,悬疑",中,2026-01-31 14:18:49.360875,1,86,1,1,7,0,0.14173239649702576,0,0,,1,1,0,金币,577,0.4,0,0,金币,会员,24.164285714285693,中价值用户,中价值补贴策略,3.43296261700575,会员
2194,29,女,iOS,二线,社交分享,"言情,职场,都市",高,2026-01-29 14:18:49.360896,6,198,48,1,8,4,0.2816542182277231,0,0,,1,1,0,内容解锁,3,1.0919999999999999,0,0,金币,会员,71.42857142857152,高价值用户,高价值补贴策略,10.147687310096828,会员
2195,44,女,iOS,二线,广告投放,"都市,科幻",中,2026-01-29 14:18:49.360910,3,339,9,7,7,2,0.5143105173727515,0,0,,0,0,0,内容解锁,3,0.52,0,0,金币,会员,42.39999999999996,中价值用户,中价值补贴策略,6.023667187273464,会员
2196,41,男,iOS,二线,社交分享,"玄幻,悬疑,都市",中,2026-01-29 14:18:49.360925,6,534,60,1,3,0,0.5155584274089211,0,0,,1,1,1,无,0,1.0,1,0,金币,会员,839.7428571428563,高价值用户,高价值补贴策略,119.30027109242208,会员
2197,44,男,iOS,四线及以下,广告投放,"军事,职场",低,2026-01-29 14:18:49.360942,0,0,0,18,4,2,0.1606276204112713,0,0,,0,0,0,会员,5,0.16799999999999998,0,0,金币,会员,10.0,低价值用户,低价值补贴策略,1.4206762234135542,会员
2198,34,男,Android,二线,应用商店,"言情,悬疑",低,2026-02-03 14:18:49.360955,4,320,12,3,1,3,0.7789545117521669,0,0,,0,0,0,金币,861,0.312,0,0,金币,会员,34.16428571428579,中价值用户,中价值补贴策略,4.853638840419317,会员
2199,36,男,Android,四线及以下,广告投放,职场,中,2026-02-04 14:18:49.360969,1,11,3,2,8,0,0.31162527603516,0,0,,0,0,0,内容解锁,5,0.4,0,0,金币,金币,48.47142857142863,中价值用户,中价值补贴策略,6.8862206086317075,金币
2200,25,女,Android,四线及以下,广告投放,"悬疑,玄幻",中,2026-02-03 14:18:49.360985,4,464,32,19,1,0,0.5651309986321509,0,0,,0,0,0,金币,720,0.78,0,0,金币,会员,44.071428571428626,中价值用户,中价值补贴策略,6.2611230703297425,会员
2201,26,女,iOS,一线,广告投放,"言情,玄幻",低,2026-02-02 14:18:49.361003,7,217,70,1,4,3,0.7352715672576058,0,0,,0,0,0,会员,5,0.46799999999999997,0,0,金币,会员,67.12142857142857,高价值用户,高价值补贴策略,9.535781765297976,会员
2202,32,女,Android,四线及以下,社交分享,"悬疑,历史",高,2026-01-31 14:18:49.361021,2,238,12,13,8,3,0.1537543351606432,0,0,,1,1,1,无,0,1.0,1,0,金币,会员,223.67142857142838,高价值用户,高价值补贴策略,31.77646804283714,会员
2203,37,女,iOS,一线,广告投放,"职场,玄幻",低,2026-02-03 14:18:49.361038,0,0,0,9,2,3,0.4095189593489116,0,0,,0,0,0,会员,4,0.16799999999999998,0,0,金币,金币,10.0,低价值用户,低价值补贴策略,1.4206762234135542,金币
2204,19,男,Android,一线,应用商店,"悬疑,军事,历史",中,2026-02-04 14:18:49.361051,5,340,35,8,0,3,0.22327452579291493,0,0,,1,1,0,会员,3,0.78,0,0,金币,会员,47.00000000000004,中价值用户,中价值补贴策略,6.67717825004371,会员
2205,48,女,Android,一线,广告投放,军事,低,2026-02-03 14:18:49.361064,4,480,32,0,7,2,0.7505837137828677,0,0,,0,0,0,金币,724,0.312,0,0,金币,会员,39.77142857142864,中价值用户,中价值补贴策略,5.650232294261917,会员
2206,48,女,Android,一线,应用商店,职场,低,2026-02-04 14:18:49.361076,3,333,12,3,5,2,0.6906903669660359,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,25.14285714285712,中价值用户,中价值补贴策略,3.571985933154076,会员
2207,27,男,iOS,三线,自然搜索,"科幻,悬疑,历史",中,2026-02-04 14:18:49.361089,1,100,6,18,6,3,0.7115426122507739,0,0,,1,1,1,会员,5,0.6,1,0,金币,会员,157.24285714285736,高价值用户,高价值补贴策略,22.33911884444716,会员
2208,24,男,iOS,一线,应用商店,"都市,言情",高,2026-01-29 14:18:49.361102,5,205,40,19,9,2,0.47925333591829034,0,0,,0,0,0,金币,865,1.0919999999999999,0,0,金币,会员,62.85714285714289,高价值用户,高价值补贴策略,8.9299648328852,会员
2209,33,男,Android,一线,广告投放,"玄幻,科幻,历史",低,2026-02-03 14:18:49.361115,7,686,56,14,5,3,0.2195345705790068,0,0,,1,0,0,金币,788,0.312,0,0,金币,会员,40.0,中价值用户,中价值补贴策略,5.682704893654217,会员
2210,48,女,iOS,四线及以下,社交分享,"科幻,军事,言情",中,2026-02-02 14:18:49.361128,7,294,28,16,6,3,0.4350881352864824,0,0,,1,1,0,会员,1,0.52,0,0,金币,会员,75.9,高价值用户,高价值补贴策略,10.782932535708877,会员
2211,40,男,Android,一线,自然搜索,"军事,都市",低,2026-02-01 14:18:49.361142,1,13,4,10,9,1,0.1799708937893651,0,0,,1,1,0,会员,5,0.24,0,0,金币,金币,16.34285714285713,低价值用户,低价值补贴策略,2.3217908565501495,金币
2212,29,男,Android,四线及以下,广告投放,"悬疑,职场,玄幻",高,2026-01-31 14:18:49.361155,0,0,0,6,2,0,0.6288668445342432,0,0,,1,0,0,无,0,1.0,0,0,金币,金币,21.9,中价值用户,中价值补贴策略,3.111280929275684,金币
2213,19,女,Android,三线,社交分享,"科幻,都市",低,2026-02-01 14:18:49.361168,5,165,30,11,4,3,0.2329389474829789,0,0,,1,1,1,金币,332,0.46799999999999997,1,0,金币,会员,196.5428571428572,高价值用户,高价值补贴策略,27.922376402462405,会员
2214,35,女,Android,一线,广告投放,玄幻,低,2026-01-29 14:18:49.361181,3,132,6,15,9,2,0.21026474344539653,0,0,,1,1,0,金币,530,0.312,0,0,金币,会员,23.042857142857137,中价值用户,中价值补贴策略,3.2736439262372317,会员
2215,48,女,Android,四线及以下,社交分享,"军事,言情,都市",高,2026-01-31 14:18:49.361193,0,0,0,2,10,1,0.17280938823049474,0,0,,1,1,1,会员,4,0.39199999999999996,0,0,金币,金币,32.31428571428572,中价值用户,中价值补贴策略,4.5908137390878,金币
2216,49,女,Android,二线,应用商店,"军事,玄幻",中,2026-01-29 14:18:49.361210,7,182,14,18,4,4,0.5306686472164877,0,0,,0,0,0,内容解锁,2,0.52,0,0,金币,会员,77.34285714285716,高价值用户,高价值补贴策略,10.987915819372834,会员
2217,21,男,Android,三线,社交分享,"玄幻,言情",中,2026-01-30 14:18:49.361225,3,108,24,0,9,2,0.7135901153308762,0,0,,0,0,0,会员,4,0.78,0,0,金币,会员,44.6142857142857,中价值用户,中价值补贴策略,6.338245493886468,会员
2218,35,男,iOS,二线,广告投放,"科幻,都市,历史",中,2026-01-30 14:18:49.361241,2,176,14,5,2,1,0.5229355664086879,1,21,2026-02-03 23:18:49.361241,1,1,0,内容解锁,5,0.4,0,1,金币,会员,197.82142857142833,高价值用户,高价值补贴策略,28.104020005313092,会员
2219,40,女,iOS,三线,应用商店,"言情,科幻,都市",中,2026-02-01 14:18:49.361259,5,355,10,8,3,1,0.3046745162693614,0,0,,1,0,0,内容解锁,3,0.52,0,0,金币,会员,47.14285714285718,中价值用户,中价值补贴策略,6.697473624663904,会员
2220,33,男,iOS,四线及以下,自然搜索,"历史,职场,军事",高,2026-01-30 14:18:49.361277,5,390,10,4,10,5,0.440346256028058,0,0,,0,0,0,会员,5,0.728,0,0,金币,会员,87.5642857142858,高价值用户,高价值补贴策略,12.440049873447698,会员
2221,32,女,iOS,三线,广告投放,言情,高,2026-02-02 14:18:49.361308,0,0,0,15,10,2,0.5798587511271883,0,0,,1,0,0,金币,313,0.39199999999999996,0,0,金币,会员,19.95,低价值用户,低价值补贴策略,2.8342490657100403,会员
2222,44,女,Android,一线,广告投放,"历史,科幻,职场",高,2026-02-01 14:18:49.361331,7,140,7,4,5,2,0.642807022470854,0,0,,1,1,1,会员,6,0.728,1,0,金币,会员,539.6142857142856,高价值用户,高价值补贴策略,76.6617185528574,会员
2223,22,男,Android,一线,社交分享,"职场,军事,悬疑",中,2026-02-01 14:18:49.361346,4,244,28,19,10,1,0.5446644811180734,0,0,,1,0,0,会员,5,0.78,0,0,金币,会员,44.60714285714289,中价值用户,中价值补贴策略,6.337230725155466,会员
2224,21,男,iOS,三线,应用商店,"都市,历史",中,2026-02-02 14:18:49.361359,3,183,12,14,1,5,0.7320515458484134,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,41.45714285714282,中价值用户,中价值补贴策略,5.889717714780186,会员
2225,43,男,Android,三线,自然搜索,"都市,悬疑,言情",高,2026-02-04 14:18:49.361391,4,356,4,16,0,3,0.19434766982429497,0,0,,1,0,0,内容解锁,3,0.728,0,0,金币,会员,110.46428571428567,高价值用户,高价值补贴策略,15.693398425064718,会员
2226,28,女,iOS,二线,自然搜索,"都市,玄幻,职场",高,2026-01-29 14:18:49.361424,0,0,0,16,8,0,0.3800729433260803,0,0,,1,0,0,内容解锁,4,0.588,0,0,金币,金币,20.0,中价值用户,中价值补贴策略,2.8413524468271083,金币
2227,47,女,Android,一线,广告投放,"科幻,历史,悬疑",中,2026-02-01 14:18:49.361442,4,92,36,13,2,0,0.23908757982061865,0,0,,1,0,0,无,0,1.0,0,0,金币,金币,52.335714285714246,高价值用户,高价值补贴策略,7.435210492107931,金币
2228,25,男,iOS,四线及以下,社交分享,"玄幻,历史,悬疑",低,2026-02-02 14:18:49.361458,1,92,1,19,2,0,0.4818333056210603,0,0,,1,1,0,内容解锁,2,0.36,0,0,金币,会员,17.571428571428548,低价值用户,低价值补贴策略,2.4963310782838133,会员
2229,37,男,Android,四线及以下,社交分享,悬疑,中,2026-02-01 14:18:49.361480,2,156,10,11,10,4,0.338157324204164,0,0,,1,0,0,内容解锁,1,0.4,0,0,金币,会员,27.864285714285685,中价值用户,中价值补贴策略,3.9586128196687635,会员
2230,30,男,iOS,一线,广告投放,言情,中,2026-01-29 14:18:49.361532,6,534,30,10,5,3,0.7718457440785577,0,0,,1,1,1,金币,561,0.52,1,0,金币,会员,452.78571428571485,高价值用户,高价值补贴策略,64.32618985870378,会员
2231,21,男,Android,四线及以下,自然搜索,都市,高,2026-02-02 14:18:49.361581,7,420,70,4,8,2,0.7705477823602336,0,0,,0,0,0,金币,763,1.0919999999999999,0,0,内容解锁,会员,125.08571428571427,高价值用户,高价值补贴策略,17.77063001744154,会员
2232,49,男,Android,一线,广告投放,"言情,玄幻",高,2026-01-30 14:18:49.361608,0,0,0,8,4,0,0.6847943014368497,0,0,,1,0,0,无,0,1.0,0,0,金币,金币,61.92857142857143,高价值用户,高价值补贴策略,8.798044897853938,金币
2233,31,男,Android,一线,广告投放,"悬疑,言情,玄幻",高,2026-01-31 14:18:49.361628,5,290,40,1,7,4,0.23055880602943032,0,0,,0,0,0,会员,6,0.728,0,0,金币,会员,68.20000000000006,高价值用户,高价值补贴策略,9.689011843680447,会员
2234,37,女,iOS,一线,自然搜索,"玄幻,都市",低,2026-01-31 14:18:49.361644,7,175,14,15,2,5,0.10698626892330228,0,0,,0,0,0,金币,357,0.312,0,0,金币,会员,43.55,中价值用户,中价值补贴策略,6.187044952966028,会员
2235,50,男,iOS,一线,自然搜索,"玄幻,言情,职场",中,2026-01-31 14:18:49.361659,2,230,6,0,4,3,0.12911128092285057,0,0,,1,1,0,会员,3,0.4,0,0,金币,会员,27.7285714285714,中价值用户,中价值补贴策略,3.9393322137795797,会员
2236,28,女,iOS,三线,社交分享,"言情,悬疑",低,2026-01-31 14:18:49.361677,2,224,16,5,7,1,0.5559674194616473,0,0,,1,0,0,内容解锁,4,0.36,0,0,金币,会员,26.814285714285738,中价值用户,中价值补贴策略,3.809441816210348,会员
2237,22,女,iOS,一线,自然搜索,言情,高,2026-02-01 14:18:49.361697,4,60,40,17,7,1,0.47400201350615523,0,0,,1,0,0,会员,7,1.0919999999999999,0,0,金币,金币,54.28571428571435,高价值用户,高价值补贴策略,7.712242355673588,金币
2238,30,男,Android,三线,应用商店,"历史,言情,悬疑",低,2026-01-31 14:18:49.361715,5,270,30,20,5,2,0.6916041361719308,0,0,,1,1,0,金币,320,0.312,0,0,金币,会员,38.142857142857174,中价值用户,中价值补贴策略,5.418865023591704,会员
2239,25,男,Android,二线,广告投放,"军事,悬疑,玄幻",低,2026-01-29 14:18:49.361730,4,188,36,10,10,3,0.1880335503910605,0,0,,1,1,0,会员,6,0.46799999999999997,0,0,金币,会员,67.39285714285717,高价值用户,高价值补贴策略,9.574342977076348,会员
2240,47,男,Android,四线及以下,广告投放,都市,高,2026-02-01 14:18:49.361744,3,201,9,14,9,0,0.6953120538218707,0,0,,1,0,0,会员,3,0.728,0,0,金币,会员,57.77142857142846,高价值用户,高价值补贴策略,8.207449496406289,会员
2241,27,女,iOS,三线,应用商店,"军事,悬疑",中,2026-01-31 14:18:49.361758,1,97,10,2,3,5,0.5033724219511962,0,0,,1,0,0,内容解锁,2,0.6,0,0,金币,会员,35.8714285714286,中价值用户,中价值补贴策略,5.096168567130625,会员
2242,22,女,iOS,一线,应用商店,"言情,都市,历史",低,2026-01-31 14:18:49.361772,7,364,14,6,1,3,0.585158031445403,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,40.0,中价值用户,中价值补贴策略,5.682704893654217,会员
2243,32,男,iOS,一线,自然搜索,职场,高,2026-01-31 14:18:49.361786,6,318,42,20,5,2,0.35528943675465385,0,0,,1,1,0,金币,259,0.728,0,0,金币,会员,71.13571428571437,高价值用户,高价值补贴策略,10.106081792125432,会员
2244,47,男,Android,三线,社交分享,"都市,言情",低,2026-02-04 14:18:49.361799,2,188,20,2,2,2,0.14232020218221592,0,0,,0,0,0,金币,163,0.24,0,0,金币,会员,18.571428571428612,低价值用户,低价值补贴策略,2.638398700625178,会员
2245,20,男,Android,二线,应用商店,都市,高,2026-02-03 14:18:49.361813,6,612,24,2,2,0,0.6131767002213521,0,0,,1,0,0,金币,748,1.0919999999999999,0,0,金币,会员,121.09285714285703,高价值用户,高价值补贴策略,17.203374296807112,会员
2246,36,女,Android,二线,应用商店,历史,低,2026-02-01 14:18:49.361827,7,238,49,6,4,0,0.21877181353574449,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,48.23571428571429,中价值用户,中价值补贴策略,6.852733240508379,会员
2247,24,女,Android,四线及以下,广告投放,"军事,玄幻",低,2026-02-02 14:18:49.361848,1,63,9,4,9,3,0.2839108071401346,0,0,,0,0,0,金币,820,0.36,0,0,金币,会员,15.757142857142844,低价值用户,低价值补贴策略,2.2385798206073555,会员
2248,38,女,iOS,三线,自然搜索,"言情,职场,玄幻",低,2026-02-02 14:18:49.361862,3,75,30,6,7,2,0.3883510730734643,0,0,,1,1,1,金币,243,0.312,0,0,金币,金币,27.58571428571424,中价值用户,中价值补贴策略,3.919036839159384,金币
2249,36,男,Android,四线及以下,应用商店,"科幻,玄幻,言情",低,2026-02-04 14:18:49.361878,4,304,40,12,10,4,0.7850543771397731,0,0,,1,1,1,内容解锁,1,0.312,0,0,金币,会员,75.02857142857138,高价值用户,高价值补贴策略,10.659130750525687,会员
2250,46,女,iOS,四线及以下,广告投放,"悬疑,职场,玄幻",中,2026-02-03 14:18:49.361897,4,408,20,0,8,2,0.6366932537109822,0,0,,0,0,0,会员,2,0.52,0,0,金币,会员,40.6428571428572,中价值用户,中价值补贴策略,5.774034079445096,会员
2251,30,女,Android,四线及以下,应用商店,职场,高,2026-02-04 14:18:49.361916,6,162,48,13,6,3,0.6841486295676354,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,77.62857142857152,高价值用户,高价值补贴策略,11.028506568613231,会员
2252,19,男,Android,三线,自然搜索,"言情,悬疑,科幻",低,2026-02-04 14:18:49.361935,2,128,16,12,4,4,0.5883705550546195,0,0,,1,0,0,金币,624,0.36,0,0,金币,会员,22.62857142857146,中价值用户,中价值补贴策略,3.2147873398386753,会员
2253,31,女,iOS,一线,社交分享,"军事,都市",低,2026-01-31 14:18:49.361954,7,224,49,2,9,1,0.6737603489858719,0,0,,1,1,1,内容解锁,1,0.312,0,0,金币,会员,62.19999999999999,高价值用户,高价值补贴策略,8.836606109632305,会员
2254,21,男,Android,三线,广告投放,"言情,职场",高,2026-02-04 14:18:49.361970,4,264,24,15,3,2,0.24162493745962021,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,65.12857142857152,高价值用户,高价值补贴策略,9.252661289346289,会员
2255,21,男,iOS,三线,应用商店,"都市,职场",高,2026-02-02 14:18:49.361984,7,469,28,8,10,5,0.134548979142542,0,0,,0,0,0,会员,6,1.0919999999999999,0,0,金币,会员,79.60714285714285,高价值用户,高价值补贴策略,11.309597507102898,会员
2256,22,女,iOS,四线及以下,广告投放,"都市,玄幻,悬疑",低,2026-02-01 14:18:49.361998,2,68,8,7,1,1,0.3160129148657227,0,0,,0,0,0,金币,156,0.36,0,0,金币,金币,22.471428571428596,中价值用户,中价值补贴策略,3.1924624277564613,金币
2257,26,女,iOS,一线,社交分享,都市,中,2026-02-03 14:18:49.362012,2,76,20,8,1,5,0.7856753052418883,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,40.535714285714214,中价值用户,中价值补贴策略,5.758812548479932,会员
2258,41,女,iOS,三线,社交分享,言情,低,2026-01-31 14:18:49.362025,2,112,18,11,1,0,0.7247188695165125,0,0,,1,0,0,会员,5,0.24,0,0,金币,会员,20.742857142857194,中价值用户,中价值补贴策略,2.9468883948521225,会员
2259,24,女,Android,二线,社交分享,玄幻,中,2026-02-03 14:18:49.362039,6,672,6,12,3,1,0.410416175984346,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,65.65714285714279,高价值用户,高价值补贴策略,9.327754175440983,会员
2260,34,女,iOS,一线,社交分享,"言情,科幻",中,2026-02-03 14:18:49.362053,5,320,5,13,6,4,0.11811495554410392,0,0,,1,0,0,会员,1,0.52,0,0,金币,会员,144.36428571428567,高价值用户,高价值补贴策略,20.509490822436668,会员
2261,22,男,Android,三线,应用商店,"悬疑,历史,职场",中,2026-02-04 14:18:49.362067,3,258,21,9,7,0,0.28686555212100107,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,34.349999999999945,中价值用户,中价值补贴策略,4.880022827425551,会员
2262,25,女,Android,二线,社交分享,"军事,玄幻,言情",低,2026-02-02 14:18:49.362086,4,152,4,6,3,4,0.501930393499054,0,0,,0,0,0,金币,529,0.46799999999999997,0,0,金币,会员,27.078571428571465,中价值用户,中价值补贴策略,3.8469882592577083,会员
2263,50,女,iOS,四线及以下,应用商店,"历史,都市",低,2026-01-29 14:18:49.362100,0,0,0,8,2,2,0.7587081229866973,0,0,,1,1,0,会员,5,0.16799999999999998,0,0,金币,金币,10.0,低价值用户,低价值补贴策略,1.4206762234135542,金币
2264,23,男,Android,三线,自然搜索,"军事,科幻",低,2026-02-02 14:18:49.362115,5,310,15,3,5,0,0.29728653198262844,0,0,,1,1,1,金币,864,0.46799999999999997,1,0,金币,会员,185.82857142857156,高价值用户,高价值补贴策略,26.400223305947893,会员
2265,30,女,Android,四线及以下,应用商店,"历史,玄幻,言情",高,2026-01-31 14:18:49.362129,0,0,0,5,4,4,0.475201087761994,1,38,2026-02-01 11:18:49.362129,1,0,0,内容解锁,2,0.39199999999999996,0,1,金币,金币,146.0,高价值用户,高价值补贴策略,20.74187286183789,金币
2266,43,女,iOS,一线,社交分享,职场,低,2026-02-03 14:18:49.362145,3,144,9,8,0,1,0.19986404343084702,0,0,,1,0,0,金币,213,0.312,0,0,金币,会员,22.857142857142854,中价值用户,中价值补贴策略,3.24725993923098,会员
2267,32,女,iOS,四线及以下,应用商店,"职场,军事",高,2026-01-31 14:18:49.362159,1,83,4,2,4,0,0.45382963765782447,0,0,,0,0,0,内容解锁,1,0.5599999999999999,0,0,金币,会员,37.485714285714266,中价值用户,中价值补贴策略,5.325506300338806,会员
2268,40,女,Android,一线,社交分享,"历史,悬疑,都市",低,2026-02-04 14:18:49.362177,6,138,12,11,8,0,0.3180972043757394,0,0,,0,0,0,内容解锁,2,0.312,0,0,金币,会员,39.27142857142861,中价值用户,中价值补贴策略,5.5791984830912345,会员
2269,44,男,iOS,一线,自然搜索,"都市,悬疑,军事",低,2026-02-01 14:18:49.362193,0,0,0,0,1,5,0.23942548934662874,0,0,,0,0,0,内容解锁,4,0.16799999999999998,0,0,金币,金币,11.635714285714284,低价值用户,低价值补贴策略,1.653058262814771,金币
2270,41,女,Android,二线,应用商店,"玄幻,悬疑",中,2026-01-31 14:18:49.362208,3,342,6,13,1,4,0.2999313756072758,0,0,,0,0,0,金币,262,0.52,0,0,金币,会员,67.38571428571439,高价值用户,高价值补贴策略,9.57332820834535,会员
2271,28,男,Android,三线,社交分享,"科幻,悬疑",高,2026-02-02 14:18:49.362227,1,109,1,14,4,5,0.6380319738431195,0,0,,1,1,1,会员,4,0.84,1,0,金币,会员,169.45714285714257,高价值用户,高价值补贴策略,24.074373374473645,会员
2272,19,女,Android,一线,广告投放,悬疑,中,2026-02-03 14:18:49.362247,0,0,0,10,8,3,0.2566696992917521,0,0,,0,0,0,会员,7,0.42,0,0,金币,金币,15.0,低价值用户,低价值补贴策略,2.131014335120331,金币
2273,49,女,iOS,一线,广告投放,"言情,历史,科幻",低,2026-01-29 14:18:49.362266,4,156,28,0,9,3,0.7808752367862306,0,0,,1,1,0,会员,3,0.312,0,0,金币,会员,72.94285714285711,高价值用户,高价值补贴策略,10.362818281070863,会员
2274,43,男,Android,二线,自然搜索,"科幻,历史,言情",中,2026-01-31 14:18:49.362283,0,0,0,2,3,3,0.2237665747052117,0,0,,0,0,0,会员,5,0.27999999999999997,0,0,金币,会员,19.564285714285717,低价值用户,低价值补贴策略,2.779451554235518,会员
2275,39,女,Android,一线,应用商店,"科幻,职场",低,2026-01-30 14:18:49.362296,3,174,15,1,0,1,0.1598027295073018,0,0,,0,0,0,会员,6,0.312,0,0,金币,会员,22.857142857142854,中价值用户,中价值补贴策略,3.24725993923098,会员
2276,37,女,Android,三线,社交分享,言情,中,2026-02-04 14:18:49.362310,1,39,7,9,7,3,0.7151510573052794,0,0,,0,0,0,无,0,1.0,0,0,金币,金币,25.714285714285715,中价值用户,中价值补贴策略,3.6531674316348535,金币
2277,35,女,iOS,四线及以下,自然搜索,历史,低,2026-02-01 14:18:49.362323,3,183,15,0,10,3,0.6478341869048122,0,0,,0,0,0,无,0,1.0,0,0,金币,会员,22.949999999999996,中价值用户,中价值补贴策略,3.260451932734106,会员
2278,33,女,Android,一线,应用商店,科幻,中,2026-01-29 14:18:49.362336,2,82,6,8,3,4,0.7529148064438531,0,0,,1,0,0,无,0,1.0,0,0,金币,金币,27.807142857142825,中价值用户,中价值补贴策略,3.9504946698206855,金币
2279,40,女,iOS,二线,应用商店,"军事,历史",高,2026-02-01 14:18:49.362349,0,0,0,3,3,2,0.7577515734779336,0,0,,1,0,0,金币,508,0.39199999999999996,0,0,金币,金币,22.014285714285716,中价值用户,中价值补贴策略,3.127517228971839,金币
2280,44,男,iOS,一线,广告投放,"悬疑,职场,历史",高,2026-01-30 14:18:49.362363,0,0,0,16,10,1,0.7830413755686568,0,0,,1,0,0,金币,810,0.39199999999999996,0,0,金币,金币,46.785714285714285,中价值用户,中价值补贴策略,6.646735188113413,金币
2281,34,男,iOS,四线及以下,社交分享,都市,中,2026-01-30 14:18:49.362376,2,178,6,11,7,5,0.43367059639223227,0,0,,0,0,0,会员,3,0.4,0,0,金币,会员,33.585714285714204,中价值用户,中价值补贴策略,4.77144257320751,会员
2282,23,女,iOS,一线,应用商店,历史,低,2026-01-29 14:18:49.362389,1,92,9,14,4,2,0.3942118405035514,0,0,,1,0,0,会员,7,0.36,0,0,金币,会员,17.142857142857125,低价值用户,低价值补贴策略,2.4354449544232333,会员
2283,26,男,iOS,二线,社交分享,"玄幻,都市,科幻",低,2026-02-01 14:18:49.362402,5,530,25,18,3,0,0.2790248011455115,0,0,,1,0,0,无,0,1.0,0,0,金币,会员,46.75000000000004,中价值用户,中价值补贴策略,6.641661344458371,会员
